2.0849, 0.0186, -1.3602, 2.3937, 3.8761, 1.2820, 0.3887, 0.7327, 0.0410, 0.3205, 0.0341, -0.3422, -0.2355, 1.5714, 0.1462, -1.0426, 1.7711, 1.6480, 0.5705, 0.5808, 1.3784, 0.6176, 0.5847, 0.5286, 0.0380, -0.3609, 0.9104, 0.2150, -0.6597, 2.3002, 3.5888, 0.2871, 0.2824, 0.6568, -0.0675, -0.5632, -0.3052, -0.2064, -0.1618

